time	V(n002)	V(n003)
1.326611328124998e+00	1.390889e+00	8.057313e+00
1.346337890624997e+00	1.584673e+00	7.657859e+00
1.375927734374997e+00	1.877310e+00	7.027360e+00
1.395654296874997e+00	2.069315e+00	6.595555e+00
1.405517578124997e+00	2.163275e+00	6.378686e+00
1.415380859374997e+00	2.255388e+00	6.162283e+00
1.425244140624997e+00	2.345296e+00	5.947177e+00
1.435107421874997e+00	2.432654e+00	5.734193e+00
1.444970703124997e+00	2.517124e+00	5.524150e+00
1.454833984374996e+00	2.598379e+00	5.317853e+00
1.464697265624996e+00	2.676105e+00	5.116095e+00
1.474560546874996e+00	2.750003e+00	4.919650e+00
1.484423828124996e+00	2.819786e+00	4.729273e+00
1.494287109374996e+00	2.885185e+00	4.545694e+00
1.504150390624996e+00	2.945946e+00	4.369619e+00
1.514013671874996e+00	3.001834e+00	4.201723e+00
1.523876953124996e+00	3.052634e+00	4.042651e+00
1.533740234374996e+00	3.098148e+00	3.893014e+00
1.543603515624996e+00	3.138200e+00	3.753386e+00
1.553466796874996e+00	3.172634e+00	3.624304e+00
1.563330078124995e+00	3.201317e+00	3.506262e+00
1.573193359374995e+00	3.224136e+00	3.399715e+00
1.583056640624995e+00	3.241003e+00	3.305071e+00
1.592919921874995e+00	3.251851e+00	3.222693e+00
1.602783203124995e+00	3.256637e+00	3.152899e+00
1.612646484374995e+00	3.255341e+00	3.095955e+00
1.622509765624995e+00	3.247967e+00	3.052080e+00
1.632373046874995e+00	3.234541e+00	3.021444e+00
1.642236328124995e+00	3.215113e+00	3.004163e+00
1.652099609374995e+00	3.189757e+00	3.000304e+00
1.661962890624995e+00	3.158568e+00	3.009882e+00
1.671826171874994e+00	3.121665e+00	3.032860e+00
1.681689453124994e+00	3.079189e+00	3.069150e+00
1.691552734374994e+00	3.031300e+00	3.118612e+00
1.701416015624994e+00	2.978182e+00	3.181056e+00
1.711279296874994e+00	2.920037e+00	3.256244e+00
1.721142578124994e+00	2.857087e+00	3.343885e+00
1.731005859374994e+00	2.789573e+00	3.443644e+00
1.740869140624994e+00	2.717752e+00	3.555138e+00
1.750732421874994e+00	2.641900e+00	3.677938e+00
1.760595703124994e+00	2.562306e+00	3.811573e+00
1.770458984374994e+00	2.479274e+00	3.955530e+00
1.780322265624994e+00	2.393123e+00	4.109256e+00
1.790185546874993e+00	2.304182e+00	4.272161e+00
1.800048828124993e+00	2.212790e+00	4.443620e+00
1.809912109374993e+00	2.119300e+00	4.622974e+00
1.829638671874993e+00	1.927456e+00	5.002586e+00
1.849365234374993e+00	1.731587e+00	5.405173e+00
1.869091796874993e+00	1.534689e+00	5.824557e+00
1.888818359374993e+00	1.339775e+00	6.254305e+00
1.908544921874992e+00	1.149829e+00	6.687822e+00
1.928271484374992e+00	9.677578e-01	7.118458e+00
1.947998046874992e+00	7.963476e-01	7.539605e+00
1.957861328124992e+00	7.154677e-01	7.744592e+00
1.967724609374992e+00	6.382218e-01	7.944801e+00
1.977587890624992e+00	5.649058e-01	8.139462e+00
1.987451171874992e+00	4.958002e-01	8.327829e+00
1.997314453124992e+00	4.311697e-01	8.509179e+00
2.007177734374991e+00	3.712616e-01	8.682814e+00
2.017041015624991e+00	3.163053e-01	8.848068e+00
2.026904296874991e+00	2.665109e-01	9.004308e+00
2.036767578124991e+00	2.220689e-01	9.150932e+00
2.046630859374991e+00	1.831493e-01	9.287378e+00
2.056494140624991e+00	1.499007e-01	9.413123e+00
2.066357421874991e+00	1.224502e-01	9.527683e+00
2.076220703124991e+00	1.009025e-01	9.630618e+00
2.086083984374991e+00	8.533965e-02	9.721534e+00
2.095947265624991e+00	7.582072e-02	9.800080e+00
2.105810546874991e+00	7.238165e-02	9.865957e+00
2.115673828124990e+00	7.503500e-02	9.918911e+00
2.125537109374990e+00	8.376998e-02	9.958737e+00
2.135400390624990e+00	9.855246e-02	9.985285e+00
2.145263671874990e+00	1.193251e-01	9.998450e+00
2.155126953124990e+00	1.460075e-01	9.998184e+00
2.164990234374990e+00	1.784967e-01	9.984488e+00
2.174853515624990e+00	2.166673e-01	9.957412e+00
2.184716796874990e+00	2.603724e-01	9.917062e+00
2.194580078124990e+00	3.094434e-01	9.863592e+00
2.204443359374990e+00	3.636916e-01	9.797209e+00
2.214306640624990e+00	4.229080e-01	9.718166e+00
2.224169921874990e+00	4.868648e-01	9.626768e+00
2.234033203124989e+00	5.553160e-01	9.523364e+00
2.243896484374989e+00	6.279982e-01	9.408353e+00
2.253759765624989e+00	7.046319e-01	9.282175e+00
2.273486328124989e+00	8.685610e-01	8.998300e+00
2.293212890624989e+00	1.044584e+00	8.676092e+00
2.312939453124989e+00	1.229997e+00	8.320498e+00
2.332666015624989e+00	1.421952e+00	7.936972e+00
2.352392578124988e+00	1.617500e+00	7.531399e+00
2.372119140624988e+00	1.813637e+00	7.110001e+00
2.391845703124988e+00	2.007352e+00	6.679244e+00
2.401708984374988e+00	2.102368e+00	6.462418e+00
2.411572265624988e+00	2.195668e+00	6.245737e+00
2.421435546874988e+00	2.286894e+00	6.030032e+00
2.431298828124988e+00	2.375694e+00	5.816131e+00
2.441162109374988e+00	2.461728e+00	5.604856e+00
2.451025390624987e+00	2.544665e+00	5.397017e+00
2.460888671874987e+00	2.624186e+00	5.193414e+00
2.470751953124987e+00	2.699986e+00	4.994827e+00
2.480615234374987e+00	2.771772e+00	4.802019e+00
2.490478515624987e+00	2.839270e+00	4.615730e+00
2.500341796874987e+00	2.902219e+00	4.436676e+00
2.510205078124987e+00	2.960378e+00	4.265543e+00
2.520068359374987e+00	3.013524e+00	4.102990e+00
2.529931640624987e+00	3.061451e+00	3.949639e+00
2.539794921874987e+00	3.103975e+00	3.806081e+00
2.549658203124987e+00	3.140934e+00	3.672865e+00
2.559521484374986e+00	3.172184e+00	3.550504e+00
2.569384765624986e+00	3.197605e+00	3.439467e+00
2.579248046874986e+00	3.217100e+00	3.340181e+00
2.589111328124986e+00	3.230593e+00	3.253027e+00
2.598974609374986e+00	3.238033e+00	3.178339e+00
2.608837890624986e+00	3.239391e+00	3.116405e+00
2.618701171874986e+00	3.234660e+00	3.067461e+00
2.628564453124986e+00	3.223860e+00	3.031696e+00
